instrumentId,tradingday,openprice,highestprice,lowestprice,closeprice,openinterest,volume
a1505,2015-01-21 20:59,4452.0,4452.0,4452.0,4452.0,219632,68
a1505,2015-01-21 21:00,4453.0,4463.0,4453.0,4459.0,219648,468
a1505,2015-01-21 21:01,4459.0,4463.0,4457.0,4462.0,219728,234
a1505,2015-01-21 21:02,4462.0,4462.0,4460.0,4461.0,219738,140
a1505,2015-01-21 21:03,4461.0,4464.0,4461.0,4464.0,219754,188
a1505,2015-01-21 21:04,4464.0,4471.0,4462.0,4469.0,219898,512
a1505,2015-01-21 21:05,4468.0,4470.0,4465.0,4468.0,219876,456
a1505,2015-01-21 21:06,4468.0,4468.0,4466.0,4466.0,219868,64
a1505,2015-01-21 21:07,4466.0,4468.0,4465.0,4467.0,219910,100
a1505,2015-01-21 21:08,4467.0,4468.0,4467.0,4467.0,219866,128
a1505,2015-01-21 21:09,4467.0,4468.0,4467.0,4467.0,219882,62
a1505,2015-01-21 21:10,4466.0,4469.0,4466.0,4468.0,220050,308
a1505,2015-01-21 21:11,4466.0,4466.0,4463.0,4464.0,219956,328
a1505,2015-01-21 21:12,4464.0,4466.0,4464.0,4464.0,219906,182
a1505,2015-01-21 21:13,4463.0,4465.0,4463.0,4464.0,219918,84
a1505,2015-01-21 21:14,4464.0,4464.0,4458.0,4459.0,219804,376
a1505,2015-01-21 21:15,4459.0,4461.0,4457.0,4458.0,219772,558
a1505,2015-01-21 21:16,4458.0,4462.0,4457.0,4462.0,219720,212
a1505,2015-01-21 21:17,4462.0,4462.0,4460.0,4461.0,219706,62
a1505,2015-01-21 21:18,4461.0,4462.0,4460.0,4461.0,219678,138
a1505,2015-01-21 21:19,4461.0,4463.0,4461.0,4462.0,219664,80
a1505,2015-01-21 21:20,4462.0,4464.0,4462.0,4463.0,219730,122
a1505,2015-01-21 21:21,4463.0,4463.0,4462.0,4462.0,219780,66
a1505,2015-01-21 21:22,4462.0,4463.0,4462.0,4463.0,219764,32
a1505,2015-01-21 21:23,4463.0,4464.0,4462.0,4464.0,219748,74
a1505,2015-01-21 21:24,4464.0,4464.0,4463.0,4463.0,219756,40
a1505,2015-01-21 21:25,4463.0,4463.0,4463.0,4463.0,219744,34
a1505,2015-01-21 21:26,4463.0,4464.0,4463.0,4463.0,219754,46
a1505,2015-01-21 21:27,4463.0,4464.0,4462.0,4462.0,219778,48
a1505,2015-01-21 21:28,4462.0,4463.0,4462.0,4462.0,219764,40
a1505,2015-01-21 21:29,4462.0,4463.0,4462.0,4463.0,219768,58
a1505,2015-01-21 21:30,4462.0,4464.0,4461.0,4462.0,219770,70
a1505,2015-01-21 21:31,4462.0,4465.0,4462.0,4464.0,219724,130
a1505,2015-01-21 21:32,4464.0,4466.0,4464.0,4465.0,219694,150
a1505,2015-01-21 21:33,4465.0,4465.0,4464.0,4465.0,219692,44
a1505,2015-01-21 21:34,4465.0,4466.0,4464.0,4465.0,219672,60
a1505,2015-01-21 21:35,4466.0,4467.0,4465.0,4467.0,219630,156
a1505,2015-01-21 21:36,4467.0,4467.0,4462.0,4462.0,219660,194
a1505,2015-01-21 21:37,4462.0,4464.0,4462.0,4463.0,219638,46
a1505,2015-01-21 21:38,4464.0,4465.0,4464.0,4464.0,219626,20
a1505,2015-01-21 21:39,4464.0,4465.0,4463.0,4465.0,219628,22
a1505,2015-01-21 21:40,4464.0,4465.0,4464.0,4464.0,219636,26
a1505,2015-01-21 21:41,4464.0,4464.0,4463.0,4464.0,219642,14
a1505,2015-01-21 21:42,4464.0,4464.0,4461.0,4461.0,219626,68
a1505,2015-01-21 21:43,4461.0,4463.0,4460.0,4463.0,219636,72
a1505,2015-01-21 21:44,4463.0,4463.0,4460.0,4460.0,219684,138
a1505,2015-01-21 21:45,4460.0,4461.0,4460.0,4460.0,219698,104
a1505,2015-01-21 21:46,4460.0,4460.0,4460.0,4460.0,219700,26
a1505,2015-01-21 21:47,4460.0,4461.0,4460.0,4460.0,219740,48
a1505,2015-01-21 21:48,4460.0,4461.0,4460.0,4460.0,219754,92
a1505,2015-01-21 21:49,4460.0,4461.0,4460.0,4461.0,219778,132
a1505,2015-01-21 21:50,4461.0,4461.0,4460.0,4461.0,219784,102
a1505,2015-01-21 21:51,4461.0,4462.0,4458.0,4459.0,219630,266
a1505,2015-01-21 21:52,4459.0,4459.0,4457.0,4459.0,219462,426
a1505,2015-01-21 21:53,4459.0,4460.0,4458.0,4459.0,219422,90
a1505,2015-01-21 21:54,4460.0,4460.0,4458.0,4458.0,219288,206
a1505,2015-01-21 21:55,4458.0,4459.0,4458.0,4459.0,219252,114
a1505,2015-01-21 21:56,4459.0,4460.0,4459.0,4459.0,219234,92
a1505,2015-01-21 21:57,4461.0,4461.0,4460.0,4461.0,219254,36
a1505,2015-01-21 21:58,4461.0,4461.0,4460.0,4460.0,219254,56
a1505,2015-01-21 21:59,4460.0,4460.0,4459.0,4459.0,219270,54
a1505,2015-01-21 22:00,4459.0,4460.0,4459.0,4460.0,219272,18
a1505,2015-01-21 22:01,4460.0,4462.0,4460.0,4462.0,219268,132
a1505,2015-01-21 22:02,4462.0,4464.0,4461.0,4464.0,219264,206
a1505,2015-01-21 22:03,4464.0,4465.0,4462.0,4462.0,219248,86
a1505,2015-01-21 22:04,4462.0,4466.0,4461.0,4464.0,219204,330
