instrumentId,tradingday,openprice,highestprice,lowestprice,closeprice,openinterest,volume
a1401,2013-06-28 07:23,4628.0,4628.0,4628.0,4628.0,131108,0
a1401,2013-06-28 08:59,4623.0,4623.0,4623.0,4623.0,131110,4
a1401,2013-06-28 09:00,4623.0,4630.0,4623.0,4627.0,131136,186
a1401,2013-06-28 09:01,4627.0,4628.0,4626.0,4627.0,131246,156
a1401,2013-06-28 09:02,4627.0,4628.0,4626.0,4627.0,131304,152
a1401,2013-06-28 09:03,4627.0,4628.0,4627.0,4628.0,131326,48
a1401,2013-06-28 09:04,4629.0,4629.0,4627.0,4627.0,131334,192
a1401,2013-06-28 09:05,4627.0,4633.0,4627.0,4633.0,131012,696
a1401,2013-06-28 09:06,4633.0,4635.0,4632.0,4634.0,130920,240
a1401,2013-06-28 09:07,4634.0,4634.0,4632.0,4633.0,130892,76
a1401,2013-06-28 09:08,4633.0,4633.0,4632.0,4632.0,130862,90
a1401,2013-06-28 09:09,4633.0,4635.0,4633.0,4634.0,130878,154
a1401,2013-06-28 09:10,4634.0,4634.0,4633.0,4633.0,130860,60
a1401,2013-06-28 09:11,4634.0,4634.0,4631.0,4632.0,130892,88
a1401,2013-06-28 09:12,4632.0,4632.0,4628.0,4629.0,130874,124
a1401,2013-06-28 09:13,4628.0,4630.0,4628.0,4629.0,130866,66
a1401,2013-06-28 09:14,4629.0,4629.0,4627.0,4627.0,130872,104
a1401,2013-06-28 09:15,4628.0,4629.0,4628.0,4628.0,130878,28
a1401,2013-06-28 09:16,4628.0,4628.0,4627.0,4628.0,130878,32
a1401,2013-06-28 09:17,4628.0,4628.0,4625.0,4625.0,130920,168
a1401,2013-06-28 09:18,4625.0,4626.0,4625.0,4626.0,130934,46
a1401,2013-06-28 09:19,4626.0,4627.0,4626.0,4626.0,130938,16
a1401,2013-06-28 09:20,4626.0,4627.0,4625.0,4626.0,130948,72
a1401,2013-06-28 09:21,4626.0,4626.0,4625.0,4625.0,130892,102
a1401,2013-06-28 09:22,4625.0,4625.0,4625.0,4625.0,130912,48
a1401,2013-06-28 09:23,4625.0,4626.0,4625.0,4626.0,130918,12
a1401,2013-06-28 09:24,4626.0,4626.0,4624.0,4624.0,130914,50
a1401,2013-06-28 09:25,4624.0,4624.0,4624.0,4624.0,130922,42
a1401,2013-06-28 09:26,4624.0,4625.0,4624.0,4625.0,130924,6
a1401,2013-06-28 09:27,4625.0,4625.0,4624.0,4625.0,130910,84
a1401,2013-06-28 09:28,4625.0,4626.0,4624.0,4626.0,130898,62
a1401,2013-06-28 09:29,4626.0,4626.0,4621.0,4623.0,130966,144
a1401,2013-06-28 09:30,4623.0,4628.0,4623.0,4626.0,130936,132
a1401,2013-06-28 09:31,4626.0,4628.0,4625.0,4628.0,130974,50
a1401,2013-06-28 09:32,4628.0,4628.0,4626.0,4626.0,131040,158
a1401,2013-06-28 09:33,4626.0,4626.0,4626.0,4626.0,131148,130
a1401,2013-06-28 09:34,4626.0,4627.0,4626.0,4627.0,131150,44
a1401,2013-06-28 09:35,4627.0,4627.0,4626.0,4627.0,131152,22
a1401,2013-06-28 09:36,4627.0,4627.0,4625.0,4625.0,131110,50
a1401,2013-06-28 09:37,4625.0,4626.0,4624.0,4624.0,131092,52
a1401,2013-06-28 09:38,4624.0,4625.0,4624.0,4624.0,131078,80
a1401,2013-06-28 09:39,4624.0,4625.0,4623.0,4623.0,131088,24
a1401,2013-06-28 09:40,4623.0,4623.0,4623.0,4623.0,131084,4
a1401,2013-06-28 09:41,4623.0,4623.0,4622.0,4622.0,131094,32
a1401,2013-06-28 09:42,4622.0,4622.0,4618.0,4619.0,130868,518
