instrumentId,tradingday,openprice,highestprice,lowestprice,closeprice,openinterest,volume
a1101,2010-07-06 07:28,0.0,0.0,0.0,0.0,172788,0
a1101,2010-07-06 08:59,3820.0,3820.0,3820.0,3820.0,172820,160
a1101,2010-07-06 09:00,3813.0,3820.0,3811.0,3813.0,173232,938
a1101,2010-07-06 09:01,3813.0,3814.0,3806.0,3808.0,173490,820
a1101,2010-07-06 09:02,3808.0,3810.0,3807.0,3809.0,173640,584
a1101,2010-07-06 09:03,3810.0,3810.0,3808.0,3808.0,174216,766
a1101,2010-07-06 09:04,3807.0,3809.0,3807.0,3808.0,174324,496
a1101,2010-07-06 09:05,3808.0,3809.0,3807.0,3808.0,174298,532
a1101,2010-07-06 09:06,3808.0,3809.0,3806.0,3806.0,174800,796
a1101,2010-07-06 09:07,3806.0,3807.0,3802.0,3803.0,175762,1658
a1101,2010-07-06 09:08,3803.0,3806.0,3802.0,3804.0,176254,858
a1101,2010-07-06 09:09,3805.0,3805.0,3798.0,3799.0,177004,2004
a1101,2010-07-06 09:10,3799.0,3800.0,3798.0,3800.0,177148,1342
a1101,2010-07-06 09:11,3799.0,3800.0,3795.0,3796.0,178224,1470
a1101,2010-07-06 09:12,3796.0,3799.0,3796.0,3798.0,178326,1078
a1101,2010-07-06 09:13,3798.0,3800.0,3798.0,3800.0,178444,328
a1101,2010-07-06 09:14,3799.0,3800.0,3799.0,3800.0,178528,160
a1101,2010-07-06 09:15,3800.0,3801.0,3799.0,3799.0,178766,728
a1101,2010-07-06 09:16,3799.0,3801.0,3798.0,3801.0,178912,548
a1101,2010-07-06 09:17,3801.0,3801.0,3799.0,3800.0,179034,338
a1101,2010-07-06 09:18,3800.0,3800.0,3799.0,3799.0,179094,262
a1101,2010-07-06 09:19,3798.0,3799.0,3798.0,3798.0,179122,204
a1101,2010-07-06 09:20,3798.0,3800.0,3798.0,3799.0,179192,220
a1101,2010-07-06 09:21,3799.0,3799.0,3798.0,3799.0,179104,622
a1101,2010-07-06 09:22,3799.0,3800.0,3798.0,3799.0,179262,214
a1101,2010-07-06 09:23,3799.0,3799.0,3796.0,3796.0,179810,770
a1101,2010-07-06 09:24,3796.0,3797.0,3795.0,3797.0,179850,652
a1101,2010-07-06 09:25,3797.0,3798.0,3796.0,3796.0,180076,902
a1101,2010-07-06 09:26,3796.0,3797.0,3795.0,3796.0,180114,348
a1101,2010-07-06 09:27,3795.0,3797.0,3795.0,3797.0,180250,220
a1101,2010-07-06 09:28,3797.0,3798.0,3797.0,3798.0,180216,280
a1101,2010-07-06 09:29,3798.0,3799.0,3797.0,3798.0,180402,304
a1101,2010-07-06 09:30,3798.0,3798.0,3795.0,3795.0,180410,526
a1101,2010-07-06 09:31,3795.0,3797.0,3795.0,3796.0,180442,192
a1101,2010-07-06 09:32,3796.0,3797.0,3796.0,3796.0,180456,48
a1101,2010-07-06 09:33,3796.0,3796.0,3794.0,3796.0,180650,898
a1101,2010-07-06 09:34,3796.0,3797.0,3795.0,3796.0,180732,386
a1101,2010-07-06 09:35,3796.0,3803.0,3796.0,3803.0,179828,1298
a1101,2010-07-06 09:36,3803.0,3805.0,3801.0,3803.0,179244,996
a1101,2010-07-06 09:37,3803.0,3806.0,3802.0,3805.0,178470,1038
a1101,2010-07-06 09:38,3804.0,3805.0,3803.0,3804.0,178448,634
a1101,2010-07-06 09:39,3804.0,3806.0,3804.0,3805.0,178820,954
a1101,2010-07-06 09:40,3804.0,3805.0,3804.0,3804.0,178758,362
a1101,2010-07-06 09:41,3804.0,3804.0,3803.0,3804.0,178692,198
a1101,2010-07-06 09:42,3804.0,3804.0,3804.0,3804.0,178624,86
a1101,2010-07-06 09:43,3804.0,3805.0,3804.0,3805.0,178612,44
a1101,2010-07-06 09:44,3805.0,3805.0,3804.0,3805.0,178586,62
a1101,2010-07-06 09:45,3805.0,3806.0,3804.0,3805.0,178540,154
a1101,2010-07-06 09:46,3805.0,3807.0,3805.0,3807.0,178522,216
a1101,2010-07-06 09:47,3807.0,3807.0,3805.0,3805.0,178322,348
a1101,2010-07-06 09:48,3806.0,3807.0,3806.0,3806.0,178152,278
a1101,2010-07-06 09:49,3806.0,3808.0,3806.0,3807.0,178104,136
a1101,2010-07-06 09:50,3807.0,3810.0,3807.0,3809.0,177926,606
a1101,2010-07-06 09:51,3809.0,3810.0,3809.0,3810.0,177896,228
a1101,2010-07-06 09:52,3810.0,3810.0,3808.0,3808.0,177772,288
a1101,2010-07-06 09:53,3808.0,3808.0,3808.0,3808.0,177696,88
a1101,2010-07-06 09:54,3808.0,3808.0,3805.0,3805.0,177610,188
a1101,2010-07-06 09:55,3805.0,3805.0,3804.0,3805.0,177604,270
a1101,2010-07-06 09:56,3805.0,3805.0,3804.0,3804.0,177640,60
a1101,2010-07-06 09:57,3804.0,3805.0,3804.0,3805.0,177674,178
a1101,2010-07-06 09:58,3806.0,3806.0,3805.0,3806.0,177668,64
a1101,2010-07-06 09:59,3806.0,3806.0,3805.0,3806.0,177672,186
a1101,2010-07-06 10:00,3806.0,3807.0,3806.0,3806.0,177726,140
a1101,2010-07-06 10:01,3806.0,3807.0,3806.0,3807.0,177702,148
a1101,2010-07-06 10:02,3807.0,3807.0,3805.0,3805.0,177712,36
a1101,2010-07-06 10:03,3805.0,3806.0,3804.0,3806.0,177710,156
a1101,2010-07-06 10:04,3806.0,3807.0,3806.0,3807.0,177712,146
a1101,2010-07-06 10:05,3807.0,3810.0,3807.0,3809.0,177668,482
a1101,2010-07-06 10:06,3809.0,3809.0,3808.0,3808.0,177668,70
a1101,2010-07-06 10:07,3808.0,3808.0,3807.0,3808.0,177656,36
a1101,2010-07-06 10:08,3808.0,3808.0,3807.0,3808.0,177658,94
a1101,2010-07-06 10:09,3808.0,3808.0,3807.0,3808.0,177652,18
a1101,2010-07-06 10:10,3808.0,3808.0,3807.0,3807.0,177650,52
a1101,2010-07-06 10:11,3807.0,3808.0,3807.0,3808.0,177624,192
a1101,2010-07-06 10:12,3808.0,3809.0,3808.0,3808.0,177612,34
a1101,2010-07-06 10:13,3808.0,3809.0,3808.0,3809.0,177606,80
a1101,2010-07-06 10:14,3809.0,3809.0,3808.0,3809.0,177598,100
a1101,2010-07-06 10:15,3808.0,3808.0,3808.0,3808.0,177598,2
a1101,2010-07-06 10:30,3809.0,3809.0,3807.0,3808.0,177550,240
a1101,2010-07-06 10:31,3808.0,3808.0,3807.0,3807.0,177552,8
a1101,2010-07-06 10:32,3807.0,3808.0,3807.0,3807.0,177528,34
a1101,2010-07-06 10:33,3807.0,3807.0,3806.0,3806.0,177496,274
a1101,2010-07-06 10:34,3806.0,3808.0,3806.0,3807.0,177450,120
a1101,2010-07-06 10:35,3807.0,3807.0,3806.0,3807.0,177444,30
a1101,2010-07-06 10:36,3807.0,3807.0,3806.0,3806.0,177414,56
a1101,2010-07-06 10:37,3806.0,3807.0,3806.0,3806.0,177410,30
a1101,2010-07-06 10:38,3806.0,3807.0,3806.0,3807.0,177446,142
a1101,2010-07-06 10:39,3807.0,3807.0,3805.0,3805.0,177446,20
a1101,2010-07-06 10:40,3805.0,3806.0,3805.0,3806.0,177476,86
a1101,2010-07-06 10:41,3806.0,3806.0,3805.0,3805.0,177482,44
a1101,2010-07-06 10:42,3805.0,3805.0,3805.0,3805.0,177484,50
a1101,2010-07-06 10:43,3805.0,3805.0,3805.0,3805.0,177496,20
a1101,2010-07-06 10:44,3805.0,3806.0,3805.0,3805.0,177512,34
a1101,2010-07-06 10:45,3805.0,3806.0,3805.0,3806.0,177458,104
a1101,2010-07-06 10:46,3806.0,3806.0,3806.0,3806.0,177448,42
a1101,2010-07-06 10:47,3806.0,3806.0,3805.0,3806.0,177444,24
a1101,2010-07-06 10:48,3806.0,3807.0,3806.0,3807.0,177440,12
a1101,2010-07-06 10:49,3806.0,3806.0,3805.0,3805.0,177518,258
a1101,2010-07-06 10:50,3805.0,3805.0,3805.0,3805.0,177488,62
a1101,2010-07-06 10:51,3805.0,3806.0,3805.0,3806.0,177476,44
a1101,2010-07-06 10:52,3806.0,3806.0,3805.0,3806.0,177468,14
a1101,2010-07-06 10:53,3806.0,3806.0,3805.0,3805.0,177464,6
a1101,2010-07-06 10:54,3805.0,3806.0,3805.0,3806.0,177452,52
a1101,2010-07-06 10:55,3806.0,3806.0,3805.0,3805.0,177520,138
a1101,2010-07-06 10:56,3805.0,3806.0,3804.0,3806.0,177466,174
a1101,2010-07-06 10:57,3806.0,3806.0,3805.0,3806.0,177464,36
a1101,2010-07-06 10:58,3806.0,3806.0,3805.0,3806.0,177454,44
a1101,2010-07-06 10:59,3806.0,3806.0,3806.0,3806.0,177414,48
a1101,2010-07-06 11:00,3806.0,3807.0,3806.0,3807.0,177402,42
a1101,2010-07-06 11:01,3807.0,3807.0,3806.0,3807.0,177394,14
a1101,2010-07-06 11:02,3807.0,3807.0,3804.0,3805.0,177470,336
a1101,2010-07-06 11:03,3805.0,3805.0,3804.0,3805.0,177558,136
a1101,2010-07-06 11:04,3805.0,3805.0,3804.0,3805.0,177826,326
a1101,2010-07-06 11:05,3806.0,3807.0,3805.0,3807.0,177774,116
a1101,2010-07-06 11:06,3807.0,3807.0,3806.0,3807.0,177762,198
a1101,2010-07-06 11:07,3807.0,3807.0,3805.0,3805.0,177804,380
a1101,2010-07-06 11:08,3805.0,3805.0,3803.0,3804.0,177692,546
a1101,2010-07-06 11:09,3803.0,3803.0,3802.0,3803.0,177714,362
a1101,2010-07-06 11:10,3803.0,3803.0,3803.0,3803.0,177754,100
a1101,2010-07-06 11:11,3803.0,3803.0,3803.0,3803.0,177762,10
a1101,2010-07-06 11:12,3803.0,3803.0,3802.0,3803.0,177832,74
a1101,2010-07-06 11:13,3803.0,3804.0,3803.0,3804.0,177834,42
a1101,2010-07-06 11:14,3804.0,3806.0,3804.0,3806.0,177720,162
a1101,2010-07-06 11:15,3806.0,3806.0,3804.0,3805.0,177718,12
a1101,2010-07-06 11:16,3805.0,3805.0,3804.0,3804.0,177722,30
a1101,2010-07-06 11:17,3804.0,3805.0,3804.0,3805.0,177714,20
a1101,2010-07-06 11:18,3805.0,3805.0,3804.0,3804.0,177714,4
a1101,2010-07-06 11:19,3804.0,3805.0,3804.0,3805.0,177700,14
